Date,U1,U3,Torq1
,-0.5515,2.15533,0.0023
,-0.67678,1.56413,-0.0025
,-0.48714,1.91538,0.0023
,-0.61404,1.34044,-0.0006
,-0.47053,1.72768,0.0013
,-0.52995,1.34976,-0.0015
,-0.44358,1.62081,0.0013
,-0.52597,1.30934,-0.0015
,-0.41983,1.54898,0.0023
,-0.5468,1.36475,-0.0015
,-0.43056,1.54156,0.0023
,-0.55316,1.45442,-0.0025
,-0.45846,1.7823,0.0013
,-0.54897,1.66169,-0.0015
,-0.44977,2.00157,0.0023
,-0.57131,1.77125,-0.0015
,-0.46165,1.97679,0.0023
,-0.5633,1.63754,-0.0015
,-0.4826,1.83156,0.0023
,-0.57253,1.59934,-0.0015
,-0.43667,1.78199,0.0023
,-0.53848,1.5605,-0.0015
,-0.43699,1.72105,0.0023
,-0.51993,1.49909,-0.0006
,-0.41387,1.70621,0.0023
,-0.48588,1.40832,-0.0015
,-0.37776,1.55735,0.0013
,-0.43001,1.2241,-0.0006
,-0.32635,1.46815,0.0023
,-0.40163,1.05313,-0.0015
,-0.30251,1.32229,0.0013
,-0.40913,0.96267,-0.0015
,-0.26609,1.16411,0.0032
,-0.34742,0.84854,-0.0006
,-0.27375,1.03955,0.0032
,-0.35251,0.7303,-0.0015
,-0.23863,0.95478,0.0023
,-0.32761,0.67489,-0.0015
,-0.25007,0.84554,0.0023
,-0.31775,0.61743,-0.0015
,-0.24202,0.80576,0.0023
,-0.31364,0.62011,-0.0015
,-0.24775,0.77229,0.0023
,-0.29821,0.62974,-0.0015
,-0.2215,0.7865,0.0013
,-0.26104,0.68152,-0.0015
,-0.17782,0.83212,0.0023
,-0.25536,0.70172,-0.0015
,-0.15928,0.87206,0.0032
,-0.20762,0.72777,-0.0006
,-0.12526,0.88343,0.0032
,-0.19424,0.76471,-0.0015
,-0.11023,0.92605,0.0023
,-0.17621,0.77118,-0.0015
,-0.08963,0.93868,0.0032
,-0.1693,0.78871,-0.0015
,-0.07685,0.94041,0.0023
,-0.14985,0.76487,-0.0015
,-0.07014,0.92084,0.0023
,-0.14559,0.68373,-0.0015
,-0.06347,0.86906,0.0032
,-0.12905,0.59627,-0.0015
,-0.0512,0.75698,0.0023
,-0.12692,0.52476,-0.0006
,-0.02567,0.68231,0.0023
,-0.08241,0.44977,-0.0015
,-0.00969,0.619,0.0032
,-0.06316,0.40384,-0.0015
,0.01367,0.55412,0.0032
,-0.05957,0.3519,-0.0015
,0.04413,0.53565,0.0023
,-0.04145,0.30849,-0.0015
,0.05246,0.46335,0.0023
,-0.01983,0.27676,-0.0015
,0.07199,0.41394,0.0023
,-0.00085,0.22308,-0.0034
,0.08485,0.38458,0.0023
,0.02933,0.18409,-0.0015
,0.11512,0.32996,0.0023
,0.04397,0.09442,-0.0006
,0.17813,0.27628,0.0032
,0.12214,-0.1651,-0.0034
,0.36166,0.18456,0.0032
,0.31908,-0.75788,-0.0025
,0.47119,-0.14616,0.0032
,0.34789,-1.05088,-0.0015
,0.51081,-0.70453,0.0032
,0.37156,-1.29636,-0.0025
,0.51807,-0.98789,0.0023
,0.42815,-1.34971,-0.0015
,0.58973,-1.04962,0.0013
,0.47972,-1.39218,-0.0015
,0.65413,-1.02893,0.0023
,0.46958,-1.3977,-0.0015
,0.64931,-1.09934,0.0023
,0.44136,-1.38823,-0.0015
,0.56968,-1.13976,0.0023
,0.42546,-1.3475,-0.0015
,0.55789,-1.06019,0.0042
,0.43178,-1.30014,-0.0006
,0.54005,-1.12207,0.0023
,0.46232,-1.28988,-0.0006
,0.54486,-1.14244,0.0032
,0.48193,-1.31688,-0.0025
,0.57986,-1.16201,0.0023
,0.48007,-1.56899,-0.0006
,0.63144,-1.28404,0.0032
,0.50525,-1.68107,-0.0015
,0.66336,-1.3464,0.0032
,0.4914,-1.66702,-0.0015
,0.66888,-1.32651,0.0023
,0.50099,-1.5461,-0.0015
,0.61644,-1.27078,0.0032
,0.47735,-1.37687,-0.0025
,0.57521,-1.24931,0.0013
,0.4448,-1.4588,-0.0015
,0.57631,-1.15286,0.0032
,0.44728,-1.51074,-0.0015
,0.60745,-1.20953,0.0023
,0.46942,-1.56015,-0.0015
,0.61372,-1.27757,0.0013
,0.5032,-1.56772,-0.0015
,0.59332,-1.36282,0.0013
,0.49163,-1.52652,-0.0015
,0.60315,-1.31041,0.0023
,0.48583,-1.503,-0.0015
,0.59245,-1.26336,0.0013
,0.46291,-1.48895,-0.0006
,0.57943,-1.28262,0.0023
,0.36249,-1.35066,-0.0034
,0.53575,-1.1486,0.0023
,0.30582,-1.19359,-0.0034
,0.4081,-0.92159,0.0032
,0.34414,-1.28057,-0.0015
,0.6647,-0.86728,0.0023
,0.61676,-1.85409,-0.0015
,0.89625,-1.24079,0.0042
,0.88681,-2.20139,-0.0015
,1.03747,-1.81257,0.0013
,0.92608,-2.20076,-0.0015
,1.04793,-2.041,0.0013
,0.86065,-2.0762,-0.0025
,0.99189,-1.94107,0.0023
,0.87052,-2.07368,-0.0015
,0.96431,-1.91139,0.0023
,0.93274,-2.34868,-0.0015
,1.11098,-2.01764,0.0023
,1.08186,-2.54427,-0.0015
,1.22277,-2.322,0.0013
,1.18035,-2.52043,-0.0015
,1.25816,-2.40124,0.0013
,1.10905,-2.41924,-0.0015
,1.24972,-2.25633,0.0013
,1.01557,-2.27353,-0.0015
,1.16508,-2.0481,0.0023
,0.93488,-2.09957,-0.0015
,1.0456,-1.97785,0.0023
,0.92951,-2.01085,-0.0015
,1.00073,-1.88677,0.0023
,0.90777,-1.96649,-0.0015
,1.00697,-1.88898,0.0023
,0.91373,-1.94675,-0.0025
,1.00073,-1.84998,0.0023
,0.89135,-1.90018,-0.0025
,0.98669,-1.82015,0.0032
,0.87352,-1.89576,-0.0006
,0.96715,-1.80578,0.0023
,0.84187,-1.89355,-0.0006
,0.94269,-1.79836,0.0023
,0.86432,-1.93318,-0.0015
,0.94332,-1.79568,0.0023
,0.87107,-1.96507,-0.0025
,0.94612,-1.84793,0.0032
,0.86318,-2.0069,-0.0015
,0.97358,-1.8533,0.0013
,0.86673,-2.24954,-0.0015
,0.99146,-1.96538,0.0013
,0.88654,-2.33257,-0.0015
,0.98219,-2.23249,0.0032
,0.83903,-2.27732,-0.0015
,0.93626,-2.08646,0.0032
,0.79847,-2.25317,-0.0015
,0.9043,-2.12498,0.0032
,0.75147,-2.2216,-0.0015
,0.85308,-2.10635,0.0032
,0.76193,-2.1474,-0.0006
,0.87368,-1.89845,0.0023
,0.82123,-1.96665,-0.0025
,0.93866,-1.81557,0.0023
,0.8837,-1.88029,-0.0015
,0.99844,-1.73932,0.0032
,0.90473,-1.82283,-0.0015
,0.98834,-1.65771,0.0023
,0.89226,-1.69559,-0.0015
,0.97347,-1.52715,0.0023
,0.77037,-1.55762,-0.0015
,0.96088,-1.32335,0.0023
,0.7759,-1.58998,-0.0015
,0.91807,-1.23905,0.0023
,0.76362,-1.63797,-0.0015
,0.94198,-1.21095,0.0023
,0.70491,-1.49984,-0.0015
,0.96352,-1.11923,0.0032
,0.64789,-1.40055,-0.0015
,0.86926,-0.85671,0.0023
,0.60023,-1.24979,-0.0015
,0.77558,-0.87218,0.0032
,0.56799,-1.16201,-0.0006
,0.72559,-0.8878,0.0023
,0.56148,-1.14449,-0.0015
,0.74788,-0.84723,0.0023
,0.64497,-1.29162,-0.0015
,0.80036,-0.91748,0.0032
,0.65282,-1.48027,-0.0015
,0.84763,-1.00999,0.0023
,0.63262,-1.56725,-0.0025
,0.8674,-1.00036,0.0023
,0.60255,-1.49605,-0.0025
,0.89715,-0.90107,0.0042
,0.56432,-1.41633,-0.0006
,0.83804,-0.86965,0.0023
,0.54088,-1.41333,-0.0015
,0.84025,-0.80224,0.0013
,0.53745,-1.38444,-0.0015
,0.82001,-0.79719,0.0013
,0.47988,-1.30914,-0.0006
,0.7592,-0.77572,0.0023
,0.44097,-1.19564,-0.0015
,0.66316,-0.77004,0.0013
,0.41828,-1.12428,-0.0015
,0.56542,-0.73847,0.0023
,0.34098,-0.94243,-0.0015
,0.50572,-0.6709,0.0023
,0.32484,-0.88733,-0.0015
,0.45738,-0.65417,0.0023
,0.29209,-0.82498,-0.0015
,0.38967,-0.64438,0.0023
,0.24727,-0.80493,-0.0015
,0.37046,-0.59797,0.0023
,0.22446,-0.78614,-0.0015
,0.33052,-0.60649,0.0023
,0.20615,-0.81171,-0.0006
,0.29687,-0.61154,0.0023
,0.19301,-0.82071,-0.0025
,0.31636,-0.62717,0.0032
,0.20485,-0.72836,-0.0015
,0.30567,-0.60507,0.0023
,0.20197,-0.69884,-0.0015
,0.34374,-0.46678,0.0023
,0.22474,-0.67043,-0.0015
,0.30713,-0.48052,0.0023
,0.21791,-0.62733,-0.0006
,0.33309,-0.40064,0.0032
,0.20923,-0.59134,-0.0015
,0.33901,-0.37285,0.0032
,0.1996,-0.58313,-0.0015
,0.31727,-0.35407,0.0023
,0.19589,-0.58455,-0.0015
,0.34773,-0.31571,0.0032
,0.18492,-0.50167,-0.0015
,0.29793,-0.2805,0.0023
,0.15738,-0.45336,-0.0015
,0.26853,-0.23109,0.0023
,0.12786,-0.44295,-0.0006
,0.25567,-0.2262,0.0023
,0.07961,-0.40253,-0.0006
,0.19522,-0.1599,0.0023
,0.05013,-0.36401,-0.0015
,0.14728,-0.18547,0.0013
,0.0214,-0.33307,-0.0034
,0.13256,-0.1479,0.0023
,0.01268,-0.29582,-0.0006
,0.0961,-0.13906,0.0032
,-0.02658,-0.28287,-0.0015
,0.06576,-0.12011,0.0032
,-0.06055,-0.26077,-0.0015
,0.03908,-0.09959,0.0023
,-0.09105,-0.23235,-0.0006
,0.013,-0.08191,0.0023
,-0.14602,-0.24656,-0.0015
,-0.02804,-0.04008,0.0023
,-0.4089,-0.18815,-0.0025
,-0.0845,-0.04166,0.0023
,-0.55493,-0.12343,-0.0015
,-0.38337,0.4583,0.0023
,-0.68262,0.19861,-0.0015
,-0.48754,0.69636,0.0023
,-0.70271,0.53597,-0.0025
,-0.55935,0.84791,0.0023
,-0.7757,0.62737,-0.0006
,-0.59534,0.87332,0.0023
,-0.7847,0.67078,-0.0025
,-0.69612,0.83717,0.0013
,-0.79926,0.71877,-0.0015
,-0.71028,0.87348,0.0023
,-0.76777,0.75098,-0.0015
,-0.66534,0.91452,0.0013
,-0.71963,0.70867,-0.0015
,-0.6071,0.8348,0.0023
,-0.68988,0.69036,-0.0015
,-0.59656,0.81491,0.0023
,-0.70989,0.70488,-0.0006
,-0.59127,0.82959,0.0023
,-0.74457,0.72951,-0.0025
,-0.63973,0.8599,0.0023
,-0.80928,0.80639,-0.0015
,-0.70278,0.97735,0.0023
,-0.8622,0.90979,-0.0025
,-0.75597,1.03876,0.0023
,-0.83209,0.95336,-0.0015
,-0.73313,1.05976,0.0023
,-0.82258,0.8689,-0.0015
,-0.696,0.99456,0.0032
,-0.78182,0.72193,-0.0015
,-0.64604,0.92368,0.0023
,-0.73826,0.66984,-0.0006
,-0.59569,0.94657,0.0023
,-0.76402,0.75414,-0.0015
,-0.62876,0.99156,0.0032
,-0.77535,0.87506,-0.0025
,-0.67891,1.04318,0.0023
,-0.79508,0.87837,-0.0006
,-0.70164,1.05566,0.0032
,-0.77428,0.89874,-0.0025
,-0.68124,1.01414,0.0032
,-0.75815,0.87316,-0.0015
,-0.67453,1.00009,0.0023
,-0.74366,0.83749,-0.0015
,-0.65058,0.96157,0.0023
,-0.71687,0.7224,-0.0015
,-0.55694,0.88737,0.0023
,-0.57912,0.51892,-0.0015
,-0.35914,0.88279,0.0023
,-0.67212,0.50692,-0.0025
,-0.45849,1.05708,0.0023
,-0.88718,1.05455,-0.0015
,-0.63756,1.80914,0.0013
,-1.02078,1.76494,-0.0015
,-0.84531,2.12992,0.0023
,-1.07188,2.03204,-0.0015
,-0.92533,2.17033,0.0023
,-0.9919,1.92469,-0.0015
,-0.86362,2.12123,0.0023
,-0.9333,1.88523,-0.0015
,-0.83738,2.00126,0.0013
,-1.06107,1.98042,-0.0015
,-0.88011,2.30404,0.0032
,-1.20912,2.28778,-0.0025
,-1.01518,2.53058,0.0013
,-1.24234,2.43759,-0.0006
,-1.14981,2.56294,0.0023
,-1.22692,2.30246,-0.0015
,-1.1132,2.48716,0.0032
,-1.15486,2.12439,-0.0015
,-1.00157,2.33167,0.0023
,-1.03262,1.98089,-0.0025
,-0.91397,2.15028,0.0023
,-0.96732,1.89249,-0.0006
,-0.88911,2.0363,0.0051
,-0.97758,1.87876,-0.0025
,-0.89329,1.96574,0.0051
,-0.96519,1.86865,-0.0025
,-0.89818,1.958,0.0013
,-0.96148,1.88744,-0.0015
,-0.89167,1.973,0.0023
,-0.95848,1.84671,-0.0006
,-0.87711,1.9408,0.0032
,-0.94202,1.87071,-0.0015
,-0.86622,1.94411,0.0023
,-0.9232,1.83329,-0.0015
,-0.84164,1.95437,0.0032
,-0.91227,1.79793,-0.0015
,-0.82708,1.87086,0.0032
,-0.9071,1.77914,-0.0015
,-0.83276,1.9187,0.0032
,-0.97256,1.88223,-0.0015
,-0.85324,2.15044,0.0023
,-1.06537,2.06393,-0.0006
,-0.93019,2.18312,0.0013
,-1.0821,1.82445,-0.0015
,-0.99162,2.10545,0.0032
,-1.05855,1.74189,-0.0025
,-0.98977,1.85697,0.0023
,-1.03882,1.63644,-0.0015
,-0.95828,1.8014,0.0013
,-1.00488,1.60423,-0.0015
,-0.88224,1.76257,0.0023
,-0.938,1.65964,-0.0006
,-0.83537,1.88823,0.0023
,-0.90477,1.82556,-0.0006
,-0.82617,2.05698,0.0023
,-0.86977,1.95706,-0.0006
,-0.7628,2.11366,0.0023
,-0.83848,1.92754,-0.0015
,-0.72891,2.12787,0.0032
,-0.75961,1.68427,-0.0015
,-0.64936,2.06298,0.0023
,-0.72322,1.59634,-0.0025
,-0.56109,1.87686,0.0023
,-0.73475,1.75183,-0.0025
,-0.57072,2.08761,0.0023
,-0.67666,1.65775,-0.0025
,-0.55264,1.97316,0.0023
,-0.6475,1.39364,-0.0006
,-0.49014,1.75183,0.0023
,-0.6241,1.32008,-0.0015
,-0.43257,1.67401,0.0023
